date,cc,rate
2024-11-15,PLN,10.0154
2024-11-16,PLN,10.0154
2024-11-17,PLN,10.0154
2024-11-18,PLN,10.1066
2024-11-19,PLN,10.0859
2024-11-20,PLN,10.095
2024-11-21,PLN,10.0583
2024-11-22,PLN,10.009
2024-11-23,PLN,10.009
2024-11-24,PLN,10.009
2024-11-25,PLN,9.9118
2024-11-26,PLN,10.0623
2024-11-27,PLN,10.1433
2024-11-28,PLN,10.1575
2024-11-29,PLN,10.1726
2024-11-30,PLN,10.1726
2024-12-01,PLN,10.1726
2024-12-02,PLN,10.2159
2024-12-03,PLN,10.1899
2024-12-04,PLN,10.1994
2024-12-05,PLN,10.1955
2024-12-06,PLN,10.2512
2024-12-07,PLN,10.2512
2024-12-08,PLN,10.2512
2024-12-09,PLN,10.2751
2024-12-10,PLN,10.2955
2024-12-11,PLN,10.2685
2024-12-12,PLN,10.271
2024-12-13,PLN,10.2208
2024-12-14,PLN,10.2208
2024-12-15,PLN,10.2208
2024-12-16,PLN,10.2518
2024-12-17,PLN,10.2738
2024-12-18,PLN,10.3012
2024-12-19,PLN,10.3257
2024-12-20,PLN,10.2504
2024-12-21,PLN,10.2504
2024-12-22,PLN,10.2504
2024-12-23,PLN,10.2099
2024-12-24,PLN,10.2118
2024-12-25,PLN,10.2169
2024-12-26,PLN,10.1788
2024-12-27,PLN,10.202
2024-12-28,PLN,10.202
2024-12-29,PLN,10.202
2024-12-30,PLN,10.2291
2024-12-31,PLN,10.2966
2025-01-01,PLN,10.218
2025-01-02,PLN,10.2342
2025-01-03,PLN,10.1456
2025-01-04,PLN,10.1456
2025-01-05,PLN,10.1456
2025-01-06,PLN,10.1404
2025-01-07,PLN,10.3211
2025-01-08,PLN,10.3062
2025-01-09,PLN,10.1558
2025-01-10,PLN,10.1927
2025-01-11,PLN,10.1927
2025-01-12,PLN,10.1927
2025-01-13,PLN,10.218
2025-01-14,PLN,10.097
2025-01-15,PLN,10.1492
2025-01-16,PLN,10.2129
2025-01-17,PLN,10.1572
2025-01-18,PLN,10.1572
2025-01-19,PLN,10.1572
2025-01-20,PLN,10.1819
2025-01-21,PLN,10.2197
2025-01-22,PLN,10.2571
2025-01-23,PLN,10.3738
2025-01-24,PLN,10.3724
2025-01-25,PLN,10.3724
2025-01-26,PLN,10.3724
2025-01-27,PLN,10.4219
2025-01-28,PLN,10.4629
2025-01-29,PLN,10.405
2025-01-30,PLN,10.3491
2025-01-31,PLN,10.3433
2025-02-01,PLN,10.3433
2025-02-02,PLN,10.3433
2025-02-03,PLN,10.2782
2025-02-04,PLN,10.1333
2025-02-05,PLN,10.2187
2025-02-06,PLN,10.3422
2025-02-07,PLN,10.2171
2025-02-08,PLN,10.2171
2025-02-09,PLN,10.2171
2025-02-10,PLN,10.2542
2025-02-11,PLN,10.2677
2025-02-12,PLN,10.2992
2025-02-13,PLN,10.3954
2025-02-14,PLN,10.4142
2025-02-15,PLN,10.4142
2025-02-16,PLN,10.4142
2025-02-17,PLN,10.4661
2025-02-18,PLN,10.4626
2025-02-19,PLN,10.4357
2025-02-20,PLN,10.4092
2025-02-21,PLN,10.4748
