date,cc,rate
2024-04-18,USD,39.5451
2024-04-19,USD,39.6037
2024-04-20,USD,39.6037
2024-04-21,USD,39.6037
2024-04-22,USD,39.7879
2024-04-23,USD,39.7836
2024-04-24,USD,39.586
2024-04-25,USD,39.4716
2024-04-26,USD,39.6702
2024-04-27,USD,39.6702
2024-04-28,USD,39.6702
2024-04-29,USD,39.6015
2024-04-30,USD,39.6688
2024-05-01,USD,39.5151
2024-05-02,USD,39.637
2024-05-03,USD,39.5345
2024-05-04,USD,39.5345
2024-05-05,USD,39.5345
2024-05-06,USD,39.3969
2024-05-07,USD,39.3561
2024-05-08,USD,39.2966
2024-05-09,USD,39.3828
2024-05-10,USD,39.5518
2024-05-11,USD,39.5518
2024-05-12,USD,39.5518
2024-05-13,USD,39.7206
2024-05-14,USD,39.6196
2024-05-15,USD,39.6799
2024-05-16,USD,39.5771
2024-05-17,USD,39.4305
2024-05-18,USD,39.4305
2024-05-19,USD,39.4305
2024-05-20,USD,39.4272
2024-05-21,USD,39.665
2024-05-22,USD,39.8052
2024-05-23,USD,39.825
2024-05-24,USD,39.9205
2024-05-25,USD,39.9205
2024-05-26,USD,39.9205
2024-05-27,USD,40.1153
2024-05-28,USD,40.3012
2024-05-29,USD,40.3958
2024-05-30,USD,40.4832
2024-05-31,USD,40.5001
2024-06-01,USD,40.5001
2024-06-02,USD,40.5001
2024-06-03,USD,40.5373
2024-06-04,USD,40.4813
2024-06-05,USD,40.2938
2024-06-06,USD,40.1254
2024-06-07,USD,40.1537
2024-06-08,USD,40.1537
2024-06-09,USD,40.1537
2024-06-10,USD,40.2485
2024-06-11,USD,40.4246
2024-06-12,USD,40.5178
2024-06-13,USD,40.4441
2024-06-14,USD,40.6908
2024-06-15,USD,40.6908
2024-06-16,USD,40.6908
2024-06-17,USD,40.649
2024-06-18,USD,40.6485
2024-06-19,USD,40.5493
2024-06-20,USD,40.5381
2024-06-21,USD,40.5184
2024-06-22,USD,40.5184
2024-06-23,USD,40.5184
2024-06-24,USD,40.4478
2024-06-25,USD,40.5505
2024-06-26,USD,40.6545
2024-06-27,USD,40.5138
2024-06-28,USD,40.5374
2024-06-29,USD,40.5374
2024-06-30,USD,40.5374
2024-07-01,USD,40.4542
2024-07-02,USD,40.6413
2024-07-03,USD,40.7476
2024-07-04,USD,40.7599
2024-07-05,USD,40.5458
2024-07-06,USD,40.5458
2024-07-07,USD,40.5458
2024-07-08,USD,40.542
2024-07-09,USD,40.7
2024-07-10,USD,40.7662
2024-07-11,USD,40.7146
2024-07-12,USD,40.8823
2024-07-13,USD,40.8823
2024-07-14,USD,40.8823
2024-07-15,USD,41.0434
2024-07-16,USD,41.0107
2024-07-17,USD,41.2575
2024-07-18,USD,41.4627
2024-07-19,USD,41.422
2024-07-20,USD,41.422
2024-07-21,USD,41.422
2024-07-22,USD,41.4912
2024-07-23,USD,41.3369
2024-07-24,USD,41.2316
2024-07-25,USD,41.2174
2024-07-26,USD,41.1977
2024-07-27,USD,41.1977
2024-07-28,USD,41.1977
2024-07-29,USD,41.098
2024-07-30,USD,41.0478
2024-07-31,USD,41.0291
2024-08-01,USD,41.0063
2024-08-02,USD,41.139
2024-08-03,USD,41.139
2024-08-04,USD,41.139
2024-08-05,USD,41.225
2024-08-06,USD,41.1966
2024-08-07,USD,41.0381
2024-08-08,USD,40.9847
2024-08-09,USD,40.9926
2024-08-10,USD,40.9926
2024-08-11,USD,40.9926
2024-08-12,USD,41.119
2024-08-13,USD,41.283
2024-08-14,USD,41.3464
2024-08-15,USD,41.3262
2024-08-16,USD,41.1382
2024-08-17,USD,41.1382
2024-08-18,USD,41.1382
2024-08-19,USD,41.211
2024-08-20,USD,41.3027
2024-08-21,USD,41.3459
2024-08-22,USD,41.2975
2024-08-23,USD,41.2881
2024-08-24,USD,41.2881
2024-08-25,USD,41.2881
2024-08-26,USD,41.2236
2024-08-27,USD,41.3591
2024-08-28,USD,41.3008
2024-08-29,USD,41.2508
2024-08-30,USD,41.1901
2024-08-31,USD,41.1901
2024-09-01,USD,41.1901
2024-09-02,USD,41.0592
2024-09-03,USD,41.0976
2024-09-04,USD,41.264
2024-09-05,USD,41.2766
2024-09-06,USD,41.089
2024-09-07,USD,41.089
2024-09-08,USD,41.089
2024-09-09,USD,41.0168
2024-09-10,USD,41.0948
2024-09-11,USD,41.14
2024-09-12,USD,41.1855
2024-09-13,USD,41.2743
2024-09-14,USD,41.2743
2024-09-15,USD,41.2743
2024-09-16,USD,41.3171
2024-09-17,USD,41.3591
2024-09-18,USD,41.41
2024-09-19,USD,41.4508
2024-09-20,USD,41.4445
2024-09-21,USD,41.4445
2024-09-22,USD,41.4445
2024-09-23,USD,41.3481
2024-09-24,USD,41.3567
2024-09-25,USD,41.3744
2024-09-26,USD,41.2647
2024-09-27,USD,41.2085
2024-09-28,USD,41.2085
2024-09-29,USD,41.2085
2024-09-30,USD,41.1664
2024-10-01,USD,41.2199
2024-10-02,USD,41.2476
2024-10-03,USD,41.2755
2024-10-04,USD,41.2202
2024-10-05,USD,41.2202
2024-10-06,USD,41.2202
2024-10-07,USD,41.1859
2024-10-08,USD,41.1961
2024-10-09,USD,41.1756
2024-10-10,USD,41.1934
2024-10-11,USD,41.2072
2024-10-12,USD,41.2072
2024-10-13,USD,41.2072
2024-10-14,USD,41.1891
2024-10-15,USD,41.1963
2024-10-16,USD,41.2139
2024-10-17,USD,41.2256
2024-10-18,USD,41.2351
2024-10-19,USD,41.2351
2024-10-20,USD,41.2351
2024-10-21,USD,41.2308
2024-10-22,USD,41.2833
2024-10-23,USD,41.3313
2024-10-24,USD,41.2739
2024-10-25,USD,41.263
2024-10-26,USD,41.263
2024-10-27,USD,41.263
2024-10-28,USD,41.3135
2024-10-29,USD,41.3292
2024-10-30,USD,41.3798
2024-10-31,USD,41.279
2024-11-01,USD,41.2194
2024-11-02,USD,41.2194
2024-11-03,USD,41.2194
2024-11-04,USD,41.2891
2024-11-05,USD,41.3954
2024-11-06,USD,41.4375
2024-11-07,USD,41.4562
2024-11-08,USD,41.3589
2024-11-09,USD,41.3589
2024-11-10,USD,41.3589
2024-11-11,USD,41.2982
2024-11-12,USD,41.2981
2024-11-13,USD,41.3763
2024-11-14,USD,41.3413
2024-11-15,USD,41.2446
2024-11-16,USD,41.2446
2024-11-17,USD,41.2446
2024-11-18,USD,41.2796
2024-11-19,USD,41.3715
2024-11-20,USD,41.331
2024-11-21,USD,41.2533
2024-11-22,USD,41.286
2024-11-23,USD,41.286
2024-11-24,USD,41.286
2024-11-25,USD,41.3193
2024-11-26,USD,41.4387
2024-11-27,USD,41.5035
2024-11-28,USD,41.601
2024-11-29,USD,41.5956
2024-11-30,USD,41.5956
2024-12-01,USD,41.5956
2024-12-02,USD,41.5847
2024-12-03,USD,41.6461
2024-12-04,USD,41.6972
2024-12-05,USD,41.6628
2024-12-06,USD,41.5975
2024-12-07,USD,41.5975
2024-12-08,USD,41.5975
2024-12-09,USD,41.4446
2024-12-10,USD,41.5093
2024-12-11,USD,41.6119
2024-12-12,USD,41.6941
2024-12-13,USD,41.6588
2024-12-14,USD,41.6588
2024-12-15,USD,41.6588
2024-12-16,USD,41.607
2024-12-17,USD,41.7403
2024-12-18,USD,41.8271
2024-12-19,USD,41.9048
2024-12-20,USD,41.9292
2024-12-21,USD,41.9292
2024-12-22,USD,41.9292
2024-12-23,USD,41.8761
2024-12-24,USD,41.991
2024-12-25,USD,41.9875
2024-12-26,USD,41.8623
2024-12-27,USD,41.8447
2024-12-28,USD,41.8447
2024-12-29,USD,41.8447
2024-12-30,USD,41.9403
2024-12-31,USD,42.039
2025-01-01,USD,42.0295
2025-01-02,USD,41.9725
2025-01-03,USD,42.0385
2025-01-04,USD,42.0385
